Computed reward for each iterations     &    depth of the search
06714     0.9544     2
06715     0.9943     3
06716     0.8990     3
06717     0.9901     4
06718     0.9646     3
06719     0.9867     3
06720     0.9551     5
06721     0.9943     3
06722     0.9683     3
06723     0.9744     3
06724     0.9440     3
06725     0.9883     3
06726     0.9936     4
06727     0.9524     3
06728     0.9943     3
06729     0.9708     4
06730     0.9856     5
06731     0.9679     4
06732     1.0000     3
06733     0.9744     3
06734     0.9754     3
06735     1.0000     3
06736     0.9663     3
06737     0.9552     3
06738     0.9904     4
06739     0.9943     3
06740     0.9614     3
06741     0.9310     3
06742     0.8638     3
06743     0.9710     5
06744     1.0000     4
06745     1.0000     4
06746     0.9824     4
06747     0.9107     3
06748     0.9916     3
06749     0.9812     4
06750     0.8391     1
06751     0.9824     4
06752     0.9544     2
06753     0.9721     4
06754     0.9919     3
06755     0.9805     3
06756     0.9566     3
06757     0.9547     3
06758     0.9318     4
06759     0.9867     3
06760     0.8748     2
06761     0.9789     5
06762     0.8905     3
06763     0.9968     4
06764     0.9791     3
06765     0.9573     3
06766     0.9660     4
06767     0.9673     3
06768     0.8293     3
06769     0.9646     4
06770     0.9544     2
06771     0.8905     3
06772     0.9462     4
06773     0.9968     4
06774     0.9852     4
06775     0.9792     4
06776     0.9311     3
06777     0.9900     4
06778     0.9513     3
06779     0.9722     4
06780     0.9952     4
06781     0.9694     4
06782     0.9916     3
06783     0.9774     4
06784     0.9356     3
06785     0.9583     5
06786     0.9789     3
06787     0.8391     1
06788     0.9573     3
06789     0.9253     3
06790     0.6042     1
06791     1.0000     4
06792     0.9819     4
06793     0.9675     3
06794     0.9544     2
06795     0.9838     4
06796     0.9533     3
06797     0.9904     4
06798     0.9773     3
06799     0.9327     3
06800     0.9696     4
06801     0.9952     4
06802     0.9870     3
06803     0.9808     4
06804     0.9037     3
06805     0.9557     5
06806     0.8540     3
06807     0.9594     3
06808     0.9919     4
06809     0.9952     4
06810     0.9630     4
06811     0.9951     4
06812     0.9672     3
06813     0.9951     3
06814     0.9544     2
06815     0.9783     4
06816     0.8703     3
06817     0.9886     4
06818     0.9791     3
06819     0.9647     4
06820     0.9856     5
06821     0.8519     3
06822     1.0000     5
06823     0.9875     3
06824     0.9872     4
06825     0.9547     3
06826     0.9838     4
06827     0.9983     3
06828     0.9614     3
06829     0.9791     3
06830     0.9984     4
06831     0.9916     3
06832     0.9700     4
06833     0.8391     1
06834     0.9824     3
06835     0.9673     3
06836     0.9791     3
06837     0.9966     4
06838     0.9211     3
06839     0.9855     4
06840     0.9968     3
06841     0.9544     2
06842     0.9822     3
06843     0.9267     3
06844     0.9943     3
06845     0.9967     4
06846     0.9864     3
06847     0.9968     4
06848     0.9267     3
06849     1.0000     5
06850     0.9943     3
06851     0.9452     3
06852     0.9172     5
06853     0.9359     4
06854     0.9211     3
06855     0.9267     3
06856     0.9694     4
06857     0.9367     4
06858     0.9861     3
06859     0.9267     3
06860     0.9943     3
06861     0.9599     4
06862     0.9856     3
06863     0.9211     3
06864     0.9267     3
06865     0.9856     4
06866     0.9508     3
06867     0.9679     4
06868     0.9943     3
06869     0.9932     4
06870     0.9544     2
06871     0.9267     3
06872     1.0000     4
06873     0.9943     3
06874     0.9872     3
06875     0.9211     3
06876     0.9918     4
06877     0.9267     3
06878     0.8391     1
06879     0.9916     3
06880     0.9551     3
06881     0.9904     4
06882     0.9279     5
06883     0.9943     3
06884     0.9856     4
06885     0.9267     3
06886     0.9943     3
06887     0.9146     3
06888     0.9919     4
06889     0.9267     3
06890     0.9583     4
06891     0.9211     3
06892     0.9943     3
06893     0.9805     4
06894     0.9920     5
06895     1.0000     4
06896     0.9943     3
06897     0.9544     2
06898     0.9267     3
06899     0.9852     4
06900     0.9267     3
06901     0.9951     4
06902     0.9450     3
06903     0.9211     3
06904     0.9943     3
06905     0.9813     4
06906     0.9886     4
06907     0.9547     3
06908     0.9968     4
06909     0.9943     3
06910     0.9267     3
06911     0.9968     4
06912     0.9267     3
06913     0.9808     3
06914     0.9578     5
06915     0.9968     4
06916     0.9943     3
06917     0.9211     3
06918     0.9840     3
06919     0.9869     4
06920     0.9544     2
06921     1.0000     4
06922     0.9231     3
06923     0.8391     1
06924     0.9943     3
06925     0.9916     3
06926     0.9267     3
06927     0.9935     4
06928     0.9770     5
06929     0.9812     4
06930     0.9823     4
06931     0.9812     4
06932     0.9211     3
06933     0.9673     3
06934     0.9615     4
06935     0.9359     4
06936     0.9823     4
06937     0.9416     3
06938     0.9887     4
06939     0.9808     4
06940     0.9916     3
06941     0.9726     4
06942     0.9544     2
06943     0.9808     4
06944     0.9768     2
06945     0.9211     3
06946     0.9887     4
06947     0.9583     4
06948     0.9824     4
06949     0.9804     3
06950     0.9919     4
06951     0.9754     5
06952     0.9765     3
06953     0.9840     4
06954     0.9724     4
06955     0.9760     3
06956     0.9750     5
06957     0.9916     3
06958     0.9936     4
06959     0.9626     4
06960     0.9821     4
06961     0.9776     4
06962     0.9340     3
06963     0.9824     5
06964     0.9211     3
06965     0.9768     2
06966     0.9544     2
06967     0.9688     4
06968     0.9808     4
06969     0.9867     3
06970     0.9950     4
06971     0.9615     5
06972     0.9856     4
06973     0.9796     4
06974     0.8391     1
06975     0.9947     4
06976     0.9549     3
06977     0.9267     3
06978     0.9808     4
06979     0.9675     4
06980     0.9950     5
06981     0.9211     3
06982     0.9768     2
06983     0.9984     4
06984     0.9547     3
06985     0.9943     3
06986     0.9267     3
06987     0.9951     3
06988     0.9812     4
06989     0.9869     3
06990     0.9916     3
06991     0.9856     4
06992     0.9838     3
06993     0.9952     4
06994     0.9812     4
06995     0.9211     3
06996     0.9267     3
06997     0.9544     2
06998     0.9852     4
06999     0.9409     3
07000     0.9855     4
07001     0.9768     2
07002     0.9231     5
07003     0.9659     4
07004     0.9872     4
07005     0.9898     5
07006     0.9765     3
07007     0.9904     3
07008     0.9211     3
07009     0.9267     3
07010     0.9936     4
07011     0.9984     4
07012     0.9760     3
07013     0.9888     4
07014     0.9952     4
07015     0.9867     3
07016     0.9916     3
07017     0.9267     3
07018     0.9768     2
07019     0.9344     3
07020     0.9269     5
07021     0.9635     4
07022     0.9776     4
07023     0.9211     3
07024     0.8391     1
07025     0.9943     3
07026     0.9984     5
07027     0.9840     5
07028     0.9812     4
07029     0.9267     3
07030     0.9440     4
07031     0.9531     3
07032     0.9544     2
07033     0.9768     2
07034     0.9803     4
07035     0.9673     3
07036     0.9916     3
07037     0.9812     4
07038     0.9872     4
07039     0.9469     3
07040     0.9903     5
07041     0.9267     3
07042     0.9712     4
07043     0.9936     4
07044     0.9936     5
07045     0.9952     4
07046     0.9267     3
07047     0.9544     2
07048     1.0000     5
07049     0.9984     5
07050     1.0000     5
07051     0.9903     5
07052     1.0000     4
07053     0.9768     2
07054     0.9951     3
07055     1.0000     5
07056     0.9916     3
07057     0.9167     3
07058     0.9968     5
07059     0.9765     3
07060     0.9919     4
07061     0.9597     5
07062     0.9870     5
07063     0.9898     4
07064     0.9562     4
07065     0.9881     4
07066     0.9267     3
07067     0.9936     4
07068     0.9871     5
07069     0.9943     3
07070     0.9919     5
07071     0.9983     4
07072     0.9267     3
07073     0.9776     4
07074     0.9867     3
07075     0.9391     5
07076     0.9768     2
07077     0.9966     3
07078     0.9547     3
07079     0.9952     3
07080     0.9812     4
07081     0.9886     3
07082     0.8391     1
07083     0.9968     4
07084     0.9717     4
07085     0.9567     4
07086     0.9968     3
07087     0.9544     2
07088     0.9742     5
07089     0.9501     3
07090     0.9267     3
07091     1.0000     5
07092     0.9916     3
07093     0.9768     2
07094     0.9916     3
07095     0.9885     5
07096     0.9871     4
07097     0.9673     3
07098     0.9836     5
07099     0.9984     5
07100     0.9678     3
07101     0.9920     4
07102     0.9812     4
07103     0.9867     3
07104     0.9267     3
07105     0.9375     4
07106     0.9856     5
07107     0.9630     4
07108     1.0000     5
07109     0.9812     4
07110     0.9584     3
07111     0.9565     4
07112     0.9566     4
07113     0.9770     5
07114     0.9544     2
07115     0.9919     4
07116     0.9267     3
07117     0.9852     3
07118     0.8417     1
07119     0.9662     1
07120     0.4029     1
07121     0.9236     1
07122     0.5599     1
07123     0.9432     1
07124     0.5227     1
07125     0.5475     1
07126     0.6802     1
07127     0.9679     1
07128     0.8808     1
07129     0.4717     1
07130     0.5958     1
07131     0.6494     1
07132     0.6216     1
07133     0.6064     1
07134     0.5093     1
07135     0.7933     1
07136     0.8768     1
07137     0.8003     1
07138     0.5797     1
07139     0.5189     1
07140     0.7652     1
07141     0.6128     1
07142     0.6158     1
07143     0.5074     1
07144     0.6039     1
07145     0.7792     1
07146     0.3942     1
07147     0.6377     1
07148     0.5167     1
07149     0.5641     1
07150     0.4599     1
07151     0.8068     1
07152     0.5201     1
07153     0.8231     1
07154     0.8454     1
07155     0.6768     1
07156     0.5455     1
07157     0.5928     1
07158     0.7711     1
07159     0.8478     1
07160     0.6973     1
07161     0.6715     1
07162     0.5417     1
07163     0.8231     1
07164     0.7067     1
07165     0.6176     1
07166     0.4886     1
07167     0.4067     1
07168     0.9812     4
07169     0.9768     2
07170     0.9934     4
07171     0.9904     4
07172     0.9646     3
07173     1.0000     4
07174     0.9888     5
07175     0.9740     5
07176     0.9943     3
07177     0.9295     4
07178     0.9916     3
07179     0.9750     4
07180     0.9501     5
07181     0.9812     4
07182     0.9360     3
07183     0.9812     4
07184     0.9934     4
07185     0.9519     4
07186     0.9949     5
07187     0.9211     3
07188     0.9768     2
07189     0.9302     5
07190     0.8391     1
07191     0.8949     4
07192     0.9943     3
07193     0.9861     4
07194     0.9936     4
07195     0.9646     3
07196     0.9861     4
07197     0.9840     4
07198     0.9916     3
07199     0.9688     4
07200     0.9812     4
07201     0.9544     2
07202     0.9356     4
07203     0.9792     3
07204     0.9768     2
07205     0.9664     5
07206     0.9211     4
07207     0.9343     3
07208     1.0000     5
07209     0.9547     3
07210     0.9742     4
07211     0.9211     3
07212     0.9733     4
07213     0.9867     3
07214     0.9861     4
07215     0.9104     4
07216     0.9916     3
07217     0.9887     4
07218     1.0000     4
07219     0.9109     4
07220     0.9904     3
07221     0.9768     2
07222     0.9936     4
07223     0.9392     3
07224     0.9967     5
07225     0.9984     4
07226     0.9659     4
07227     0.9812     4
07228     0.9887     5
07229     0.9949     4
07230     0.9211     3
07231     0.9544     2
07232     1.0000     4
07233     0.9768     2
07234     0.9919     4
07235     0.9631     4
07236     0.9616     3
07237     0.9433     4
07238     0.9861     4
07239     0.9916     3
07240     0.9904     4
07241     0.8391     1
07242     0.9688     4
07243     0.9861     4
07244     0.9812     4
07245     0.9759     3
07246     0.9943     3
07247     0.9812     4
07248     1.0000     5
07249     0.8431     2
07250     0.9250     4
07251     0.9916     3
07252     0.9544     2
07253     0.9768     2
07254     0.9871     5
07255     0.9759     3
07256     0.9984     4
07257     0.9211     3
07258     0.9514     4
07259     0.9673     3
07260     0.9759     3
07261     0.9867     3
07262     0.9829     4
07263     0.9861     4
07264     0.9759     3
07265     0.9850     5
07266     0.9712     5
07267     0.8661     2
07268     0.9967     4
07269     0.9759     3
07270     0.9768     2
07271     0.9812     4
07272     0.9544     2
