
Search Tree T:

Address   Features                             T_F    N_final
 0037116    0010000010000001000000101000000      0001     0
 0037117    0100000000000010100000110000000      0003     1
 0037118    0000001010000000000011010001000      0001     0
 0037119    0001000010100010000000010000100      0001     0
 0037120    0100000001000000000010010010000      0002     0
 0037121    1000000000001000000001011000000      0001     0
 0037122    0010000000001000100000010000010      0001     0
 0037123    0000000000001110000000110000000      0003     1
 0037124    0000000000000001100011010001000      0001     0
 0037125    0001000101000000100001110000000      0001     0
 0037126    0011001000010000100000010000000      0001     0
 0037127    0000001000100100000010011000000      0001     0
 0037128    1000000010000100000010100000000      0002     2
 0037129    0010000001010000000010100001000      0001     0
 0037130    0001000000000000000000101100010      0002     0
 0037131    0001110000000000000010100010000      0001     0
 0037132    0001000001000000000100100001000      0002     0
 0037133    0001000001001000000011100000000      0001     0
 0037134    0000000000000110010001110000000      0001     0
 0037135    0000000010000001101000100000000      0001     1
 0037136    0000000010000000010101110000000      0001     0
 0037137    0100000000000000100100100100000      0001     0
 0037138    1001000000000000000100110100000      0001     0
 0037139    0000000010000100000000110001000      0001     0
 0037140    0001000010001000000000110010000      0001     0
 0037141    0111100000010000000000110000000      0001     0
 0037142    0000000000000000100000101100010      0001     0
 0037143    1000000010001000000010110000000      0001     0
 0037144    0001000000001000000000101000010      0002     2
 0037145    0001000000101000000000101000000      0002     0
 0037146    1001100000000000000011110010000      0002     0
 0037147    0000000000001010000101110000000      0001     0
 0037148    0001000000000000100000100001010      0002     0
 0037149    0000011000000000000010100100000      0001     0
 0037150    1100010000000000100000110000000      0001     1
 0037151    0000110100000000100000110000000      0001     0
 0037152    0100010000100010000000110000000      0001     0
 0037153    0001000000000000000000101010110      0001     0
 0037154    0001000100010000001000100000000      0001     0
 0037155    1011000001000000000011110000000      0001     0
 0037156    1001000000000010000011110000010      0001     0
 0037157    0001010110000000000000100000000      0002     0
 0037158    0011010001000000000000100000010      0001     0
 0037159    1001000100000000000000110000010      0003     2
 0037160    0001000100000000000100100100000      0002     0
 0037161    0011010000000100000000100100000      0001     0
 0037162    0011010000000000010000100000100      0001     0
 0037163    1000001100000000000001100000000      0002     0
 0037164    0000010001000000010100100001000      0001     0
 0037165    0100000000000001100000110000000      0003     2
 0037166    0000000100000010000011100000000      0004     1
 0037167    1101000110000000000000110000000      0001     0
 0037168    0000000001000000010000110001010      0001     0
 0037169    0000000010000010010000110000000      0002     0
 0037170    1000000000001000000010110000000      0001     0
 0037171    0000000100000010001100110000000      0001     0
 0037172    0100000100000000000011100000000      0005     2
 0037173    0001000001000001000001110000000      0003     1
 0037174    0011000000000000000101111000000      0001     0
 0037175    0001000000001000100000100000100      0002     0
 0037176    0000001000000001100100100000000      0001     0
 0037177    0100000000001000000100111000000      0001     0
 0037178    0000011100000000000010100000100      0001     0
 0037179    0001010000000000010010100000000      0004     1
 0037180    0101001000000010000000100000100      0001     0
 0037181    0001100010100000000000101000000      0001     0
 0037182    1011000000000000100001100000000      0003     2
 0037183    0001000000000000100011100000010      0001     1
 0037184    0101000000001000001010100000000      0001     1
 0037185    0011000100000000010000110001000      0001     1
 0037186    0001000000000000000000111110000      0001     0
 0037187    0001000010000000000010100100100      0001     0
 0037188    0100000000000100010000100000010      0001     0
 0037189    0000000000000000100100100000010      0008     2
 0037190    0001100000000000000010100001010      0001     1
 0037191    0001000100000001100000100000000      0002     0
 0037192    0001000000110000000001101000000      0001     1
 0037193    1001010110000000000010110000000      0001     0
 0037194    0101000000000000100010110000010      0001     0
 0037195    1100000000000000100010100000000      0004     1
 0037196    0001100001000000101000100000000      0001     0
 0037197    0000000000001000100010100001000      0002     0
 0037198    0010000000000000000010101100000      0004     2
 0037199    0100000000000000100100110000000      0004     1
 0037200    0100000010000000000010100000010      0002     0
 0037201    0001000000100010000000100000010      0002     0
 0037202    0000010000100000000001101000000      0002     0
 0037203    0010000000000000100100110100000      0001     0
 0037204    0100000000000000100011100000000      0002     0
 0037205    0000000000000000000100100100100      0007     2
 0037206    0001010000000000000000111001000      0001     0
 0037207    0000000000000000010000100100100      0008     2
 0037208    0000000000000001001011110000000      0002     2
 0037209    0011000000100000010000100000010      0001     0
 0037210    0100100000001000000000110000000      0003     1
 0037211    0001000010000001000000100010010      0001     0
 0037212    0001000001100000001000100100000      0001     0
 0037213    0001000000000000100000110101000      0001     0
 0037214    0001000000000100100000100010000      0002     0
 0037215    0001000000001000011000100000000      0001     1
 0037216    0001000000100000000000101000010      0002     0
 0037217    0001001000000001100000100100000      0001     0
 0037218    0001000001000001000010110000000      0004     1
 0037219    0001001100000000000000101100000      0001     0
 0037220    0101000010001000000000100001000      0001     0
 0037221    0000100000001000100000110000000      0003     1
 0037222    0011000000000100100000100000000      0002     0
 0037223    0001000001001000000000101000000      0001     0
 0037224    0001000000000101000000101000000      0002     0
 0037225    0000000011000000100000110100000      0001     0
 0037226    0001000000100100100000100100000      0001     0
 0037227    0010000000000001000001110000000      0001     0
 0037228    0000000000000000100100110000100      0003     1
 0037229    0000001000000001000110100010000      0001     0
 0037230    1100000000000001100010100000000      0001     0
